slug,asset,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
hellogold,HGT,HelloGold,16-10-2017,609,0.022202,0.022849,0.011678,0.017466,1218,0,0.5181,0.01
hellogold,HGT,HelloGold,17-10-2017,609,0.017499,0.017612,0.006857,0.006973,3328,0,0.0108,0.01
hellogold,HGT,HelloGold,18-10-2017,609,0.006784,0.01257,0.006784,0.012232,1287,0,0.9416,0.01
hellogold,HGT,HelloGold,19-10-2017,609,0.012204,0.013271,0.008937,0.011551,2076,0,0.6031,0
hellogold,HGT,HelloGold,20-10-2017,609,0.011542,0.011913,0.008647,0.011234,1403,0,0.7921,0
hellogold,HGT,HelloGold,21-10-2017,609,0.01122,0.014031,0.008811,0.010219,1837,0,0.2697,0.01
hellogold,HGT,HelloGold,22-10-2017,609,0.010219,0.011964,0.00846,0.011766,2408,0,0.9435,0
hellogold,HGT,HelloGold,23-10-2017,609,0.011759,0.011766,0.009749,0.010232,571,0,0.2395,0
hellogold,HGT,HelloGold,24-10-2017,609,0.010223,0.010875,0.008408,0.008418,486,2688940,0.0041,0
hellogold,HGT,HelloGold,25-10-2017,609,0.008423,0.054892,0.007472,0.014215,2481,2215600,0.1422,0.05
hellogold,HGT,HelloGold,26-10-2017,609,0.014184,0.01937,0.01014,0.019362,11927,3731010,0.9991,0.01
hellogold,HGT,HelloGold,27-10-2017,609,0.01934,0.01956,0.011909,0.012127,6249,5087170,0.0285,0.01
hellogold,HGT,HelloGold,28-10-2017,609,0.012138,0.013721,0.009383,0.013336,1982,3192580,0.9112,0
hellogold,HGT,HelloGold,29-10-2017,609,0.013327,0.017001,0.012776,0.015124,3889,3505580,0.5557,0
hellogold,HGT,HelloGold,30-10-2017,609,0.01566,0.01685,0.011366,0.01685,2649,4119040,1,0.01
hellogold,HGT,HelloGold,31-10-2017,609,0.01681,0.01703,0.013505,0.013505,3471,4421590,0,0
hellogold,HGT,HelloGold,01-11-2017,609,0.013482,0.013508,0.007747,0.007747,2574,3546310,0,0.01
hellogold,HGT,HelloGold,02-11-2017,609,0.007765,0.022715,0.007156,0.011327,4683,2042390,0.2681,0.02
hellogold,HGT,HelloGold,03-11-2017,609,0.011221,0.011321,0.009398,0.010566,4781,2951520,0.6074,0
hellogold,HGT,HelloGold,04-11-2017,609,0.010556,0.010822,0.008378,0.009919,7058,2776630,0.6305,0
hellogold,HGT,HelloGold,05-11-2017,609,0.00993,0.010115,0.00836,0.008515,2445,2611820,0.0883,0
hellogold,HGT,HelloGold,06-11-2017,609,0.008526,0.010564,0.007908,0.009033,2165,2242680,0.4236,0
hellogold,HGT,HelloGold,07-11-2017,609,0.009035,0.009457,0.007972,0.008252,3998,2376600,0.1886,0
hellogold,HGT,HelloGold,08-11-2017,609,0.008242,0.009435,0.007784,0.009137,3670,2167830,0.8195,0
hellogold,HGT,HelloGold,09-11-2017,609,0.00909,0.009284,0.007759,0.009213,3920,2390910,0.9534,0
hellogold,HGT,HelloGold,10-11-2017,609,0.009218,0.009894,0.008243,0.008703,5749,2424620,0.2786,0
hellogold,HGT,HelloGold,11-11-2017,609,0.008686,0.010225,0.008399,0.009538,6926,2284680,0.6238,0
hellogold,HGT,HelloGold,12-11-2017,609,0.009538,0.009692,0.008009,0.008954,2463,2508940,0.5615,0
hellogold,HGT,HelloGold,13-11-2017,609,0.00897,0.00965,0.007932,0.008816,7358,2359290,0.5146,0
hellogold,HGT,HelloGold,14-11-2017,609,0.008816,0.010078,0.007841,0.008465,6812,2319020,0.2789,0
hellogold,HGT,HelloGold,15-11-2017,609,0.00847,0.008501,0.007007,0.008348,5605,2227910,0.8976,0
hellogold,HGT,HelloGold,16-11-2017,609,0.008347,0.008363,0.006869,0.008224,4426,2195620,0.907,0
hellogold,HGT,HelloGold,17-11-2017,609,0.008217,0.008221,0.005201,0.006728,7204,2161480,0.5056,0
hellogold,HGT,HelloGold,18-11-2017,609,0.006717,0.007,0.005089,0.006742,10531,1766890,0.865,0
hellogold,HGT,HelloGold,19-11-2017,609,0.006724,0.006746,0.005397,0.005724,8519,1768720,0.2424,0
hellogold,HGT,HelloGold,20-11-2017,609,0.005717,0.006781,0.004832,0.004832,3462,1503890,0,0
hellogold,HGT,HelloGold,21-11-2017,609,0.004824,0.005331,0.003964,0.004208,4840,1269000,0.1785,0
hellogold,HGT,HelloGold,22-11-2017,609,0.004214,0.009141,0.00421,0.005501,7828,1108550,0.2618,0
hellogold,HGT,HelloGold,23-11-2017,609,0.005519,0.010646,0.004887,0.009294,3589,1451580,0.7652,0.01
hellogold,HGT,HelloGold,24-11-2017,609,0.009247,0.009761,0.007611,0.008312,1177,2432410,0.326,0
hellogold,HGT,HelloGold,25-11-2017,609,0.008304,0.008575,0.006766,0.006795,4435,2184300,0.016,0
hellogold,HGT,HelloGold,26-11-2017,609,0.006795,0.007148,0.006383,0.007114,4564,1787360,0.9556,0
hellogold,HGT,HelloGold,27-11-2017,609,0.007114,0.007616,0.005869,0.007254,5196,1871190,0.7928,0
hellogold,HGT,HelloGold,28-11-2017,609,0.007246,0.00825,0.006423,0.00647,2126,1905880,0.0257,0
hellogold,HGT,HelloGold,29-11-2017,609,0.00647,0.006604,0.004676,0.004803,5941,1701840,0.0659,0
hellogold,HGT,HelloGold,30-11-2017,609,0.004814,0.00662,0.003423,0.003568,7598,1266220,0.0454,0
hellogold,HGT,HelloGold,01-12-2017,609,0.003559,0.006393,0.003374,0.005783,1339,936067,0.7979,0
hellogold,HGT,HelloGold,02-12-2017,609,0.005782,0.006672,0.005307,0.005805,2772,1520790,0.3648,0
hellogold,HGT,HelloGold,03-12-2017,609,0.005806,0.00753,0.005304,0.007522,2348,1527210,0.9964,0
hellogold,HGT,HelloGold,04-12-2017,609,0.007656,0.009778,0.006778,0.008348,4892,2013880,0.5233,0
hellogold,HGT,HelloGold,05-12-2017,609,0.008354,0.015123,0.00831,0.014639,8264,2197480,0.929,0.01
hellogold,HGT,HelloGold,06-12-2017,609,0.014613,0.014644,0.012788,0.012851,6753,3843650,0.0339,0
hellogold,HGT,HelloGold,07-12-2017,609,0.012807,0.014068,0.012446,0.013818,8447,3368760,0.8459,0
hellogold,HGT,HelloGold,08-12-2017,609,0.013839,0.020531,0.011964,0.020425,20036,3640080,0.9876,0.01
hellogold,HGT,HelloGold,09-12-2017,609,0.020425,0.032579,0.016047,0.022043,37510,5372430,0.3627,0.02
hellogold,HGT,HelloGold,10-12-2017,609,0.022114,0.022114,0.014204,0.015105,29149,5816710,0.1139,0.01
hellogold,HGT,HelloGold,11-12-2017,609,0.0151,0.032503,0.013573,0.030149,96527,3971950,0.8756,0.02
hellogold,HGT,HelloGold,12-12-2017,609,0.029956,0.033696,0.018527,0.029421,70635,7879410,0.7182,0.02
hellogold,HGT,HelloGold,13-12-2017,609,0.029441,0.038207,0.02307,0.031138,145051,7744130,0.533,0.02
hellogold,HGT,HelloGold,14-12-2017,609,0.031109,0.035027,0.025536,0.030438,79322,8182810,0.5165,0.01
hellogold,HGT,HelloGold,15-12-2017,609,0.030531,0.032204,0.02168,0.023184,83771,8030680,0.1429,0.01
hellogold,HGT,HelloGold,16-12-2017,609,0.023227,0.031917,0.021478,0.027883,86059,6109540,0.6136,0.01
hellogold,HGT,HelloGold,17-12-2017,609,0.028924,0.032451,0.023072,0.031419,183709,7607880,0.89,0.01
hellogold,HGT,HelloGold,18-12-2017,609,0.031378,0.03874,0.025319,0.037025,95335,8253370,0.8722,0.01
hellogold,HGT,HelloGold,19-12-2017,609,0.036939,0.040668,0.030163,0.034773,84405,9716170,0.4388,0.01
hellogold,HGT,HelloGold,20-12-2017,609,0.034736,0.036193,0.030775,0.035431,78143,9136740,0.8594,0.01
hellogold,HGT,HelloGold,21-12-2017,609,0.035471,0.037801,0.029833,0.031376,44835,9330020,0.1936,0.01
hellogold,HGT,HelloGold,22-12-2017,609,0.030852,0.069107,0.025426,0.027803,116064,8115160,0.0544,0.04
hellogold,HGT,HelloGold,23-12-2017,609,0.028041,0.051771,0.028041,0.03888,93839,7375760,0.4568,0.02
hellogold,HGT,HelloGold,24-12-2017,609,0.039328,0.039328,0.029709,0.038572,39983,10344500,0.9214,0.01
hellogold,HGT,HelloGold,25-12-2017,609,0.038719,0.04764,0.033853,0.046,51955,10184500,0.881,0.01
hellogold,HGT,HelloGold,26-12-2017,609,0.04618,0.049351,0.038084,0.041078,57897,12146900,0.2657,0.01
hellogold,HGT,HelloGold,27-12-2017,609,0.04117,0.04237,0.035048,0.03552,47529,10829100,0.0645,0.01
hellogold,HGT,HelloGold,28-12-2017,609,0.03546,0.044016,0.031037,0.037001,102634,9327340,0.4595,0.01
hellogold,HGT,HelloGold,29-12-2017,609,0.038382,0.03985,0.031794,0.035993,41710,10095700,0.5212,0.01
hellogold,HGT,HelloGold,30-12-2017,609,0.035983,0.035983,0.026708,0.030981,34457,9464880,0.4607,0.01
hellogold,HGT,HelloGold,31-12-2017,609,0.030702,0.033197,0.029155,0.033151,59946,8075620,0.9886,0
hellogold,HGT,HelloGold,01-01-2018,609,0.033109,0.034848,0.029385,0.034275,101918,8708860,0.8951,0.01
hellogold,HGT,HelloGold,02-01-2018,609,0.034355,0.040892,0.034105,0.038643,67652,9036500,0.6686,0.01
helbiz,HBZ,Helbiz,29-04-2018,608,0.010873,0.015321,0.008874,0.013058,756160,0,0.649,0.01
helbiz,HBZ,Helbiz,30-04-2018,608,0.013084,0.019596,0.010741,0.01786,1185260,0,0.804,0.01
helbiz,HBZ,Helbiz,01-05-2018,608,0.017918,0.01875,0.013514,0.015289,934025,6645640,0.339,0.01
helbiz,HBZ,Helbiz,02-05-2018,608,0.015244,0.018551,0.015032,0.017378,1201050,5653900,0.6667,0
helbiz,HBZ,Helbiz,03-05-2018,608,0.017378,0.022093,0.016182,0.017672,1259660,6445030,0.2521,0.01
helbiz,HBZ,Helbiz,04-05-2018,608,0.017378,0.019629,0.014235,0.015877,1194610,6445130,0.3044,0.01
helbiz,HBZ,Helbiz,05-05-2018,608,0.015889,0.017613,0.013852,0.015942,1390180,5892920,0.5557,0
helbiz,HBZ,Helbiz,06-05-2018,608,0.01594,0.038483,0.008688,0.029663,423682,5911870,0.704,0.03
helbiz,HBZ,Helbiz,07-05-2018,608,0.02968,0.034709,0.020035,0.020501,2102170,11008000,0.0318,0.01
helbiz,HBZ,Helbiz,08-05-2018,608,0.020634,0.023831,0.013495,0.019838,1996730,7652790,0.6137,0.01
helbiz,HBZ,Helbiz,09-05-2018,608,0.019813,0.021951,0.014632,0.015778,1908610,7348130,0.1566,0.01
helbiz,HBZ,Helbiz,10-05-2018,608,0.01579,0.020506,0.015292,0.015292,2065850,5856420,0,0.01
helbiz,HBZ,Helbiz,11-05-2018,608,0.015303,0.018982,0.012335,0.012659,1852010,5675800,0.0487,0.01
helbiz,HBZ,Helbiz,12-05-2018,608,0.012636,0.01442,0.012636,0.013824,1997210,5318120,0.6659,0
helbiz,HBZ,Helbiz,13-05-2018,608,0.013798,0.017834,0.012982,0.015994,2361890,5807340,0.6208,0
helbiz,HBZ,Helbiz,14-05-2018,608,0.015988,0.01604,0.007828,0.014578,2237470,6728990,0.822,0.01
helbiz,HBZ,Helbiz,15-05-2018,608,0.014558,0.014992,0.013325,0.013546,2236760,6127230,0.1326,0
helbiz,HBZ,Helbiz,16-05-2018,608,0.012946,0.013572,0.010789,0.011656,2075370,5448740,0.3115,0
helbiz,HBZ,Helbiz,17-05-2018,608,0.011598,0.012947,0.009437,0.009528,1723080,4881410,0.0259,0
helbiz,HBZ,Helbiz,18-05-2018,608,0.009524,0.024647,0.009383,0.015573,3003620,4008640,0.4055,0.02
helbiz,HBZ,Helbiz,19-05-2018,608,0.015529,0.01617,0.014247,0.014673,2930340,7064250,0.2215,0
get-protocol,GET,GET Protocol,11-01-2018,605,4.48,5.06,4.15,4.45,92849,0,0.3297,0.91
get-protocol,GET,GET Protocol,12-01-2018,605,4.51,6.48,4.43,6.47,130144,0,0.9951,2.05
get-protocol,GET,GET Protocol,13-01-2018,605,6.47,7.14,5.84,5.86,109122,0,0.0154,1.3
get-protocol,GET,GET Protocol,14-01-2018,605,5.85,6.51,4.97,5.62,73742,0,0.4221,1.54
get-protocol,GET,GET Protocol,15-01-2018,605,5.62,5.68,4.24,4.43,15417,0,0.1319,1.44
get-protocol,GET,GET Protocol,16-01-2018,605,4.43,4.44,2.71,3.39,105967,0,0.3931,1.73
get-protocol,GET,GET Protocol,17-01-2018,605,3.37,3.63,2.02,3.41,80852,0,0.8634,1.61
get-protocol,GET,GET Protocol,18-01-2018,605,3.45,4.39,3.14,3.79,22009,0,0.52,1.25
get-protocol,GET,GET Protocol,19-01-2018,605,3.76,3.89,2.27,3.71,49891,0,0.8889,1.62
get-protocol,GET,GET Protocol,20-01-2018,605,3.74,4.04,3.48,3.77,41254,0,0.5179,0.56
get-protocol,GET,GET Protocol,21-01-2018,605,3.78,3.78,2.16,2.76,21604,0,0.3704,1.62
get-protocol,GET,GET Protocol,22-01-2018,605,2.78,3.34,2.2,2.79,13855,0,0.5175,1.14
get-protocol,GET,GET Protocol,23-01-2018,605,2.79,3.42,2.79,2.97,11283,0,0.2857,0.63
get-protocol,GET,GET Protocol,24-01-2018,605,2.97,3.26,2.34,2.38,21960,0,0.0435,0.92
get-protocol,GET,GET Protocol,25-01-2018,605,2.4,3.6,2.38,2.42,6584,27445700,0.0328,1.22
get-protocol,GET,GET Protocol,26-01-2018,605,2.41,3.29,2.41,3.25,17241,27607700,0.9545,0.88
get-protocol,GET,GET Protocol,27-01-2018,605,3.25,3.33,2.32,2.65,32556,37214300,0.3267,1.01
get-protocol,GET,GET Protocol,28-01-2018,605,2.67,3.69,2.43,2.98,25579,30534700,0.4365,1.26
get-protocol,GET,GET Protocol,29-01-2018,605,2.98,3.06,2.06,2.08,29177,34063200,0.02,1
get-protocol,GET,GET Protocol,30-01-2018,605,1.86,3.03,1.77,2.14,24266,19322200,0.2937,1.26
get-protocol,GET,GET Protocol,31-01-2018,605,2.14,2.34,1.45,1.56,22867,22265900,0.1236,0.89
get-protocol,GET,GET Protocol,01-02-2018,605,1.56,1.78,1.35,1.39,17075,16241700,0.093,0.43
get-protocol,GET,GET Protocol,02-02-2018,605,1.39,1.52,1.03,1.26,10134,14414700,0.4694,0.49
get-protocol,GET,GET Protocol,03-02-2018,605,1.26,1.52,1.15,1.41,13249,13102300,0.7027,0.37
get-protocol,GET,GET Protocol,04-02-2018,605,1.41,1.41,1.07,1.25,9583,14653400,0.5294,0.34
get-protocol,GET,GET Protocol,05-02-2018,605,1.24,1.26,0.84509,0.913955,31335,12850000,0.166,0.41
get-protocol,GET,GET Protocol,06-02-2018,605,0.917211,1.03,0.603515,0.800465,37396,9524680,0.4618,0.43
get-protocol,GET,GET Protocol,07-02-2018,605,0.961745,1.9,0.874087,1.9,62624,9987140,1,1.03
get-protocol,GET,GET Protocol,08-02-2018,605,1.89,2.13,1.36,1.43,23149,19655900,0.0909,0.77
get-protocol,GET,GET Protocol,09-02-2018,605,1.43,2.02,1.36,2.01,10189,14846100,0.9848,0.66
get-protocol,GET,GET Protocol,10-02-2018,605,2.01,2.07,1.02,1.02,5470,20888700,0,1.05
get-protocol,GET,GET Protocol,11-02-2018,605,1.45,1.51,0.989226,1.42,2960,15027000,0.8272,0.52
get-protocol,GET,GET Protocol,12-02-2018,605,1.42,1.49,1.3,1.34,1375,14781500,0.2105,0.19
get-protocol,GET,GET Protocol,13-02-2018,605,1.34,1.49,0.936466,1.07,12941,13944500,0.2412,0.55
get-protocol,GET,GET Protocol,14-02-2018,605,1.07,1.4,0.98172,1.22,1782,11101000,0.5697,0.42
get-protocol,GET,GET Protocol,15-02-2018,605,1.22,1.42,1.02,1.04,8289,12626800,0.05,0.4
get-protocol,GET,GET Protocol,16-02-2018,605,1.04,1.35,0.166942,1.17,5055,10775900,0.8479,1.18
get-protocol,GET,GET Protocol,17-02-2018,605,1.17,1.22,0.961645,0.973305,26296,12184300,0.0451,0.26
get-protocol,GET,GET Protocol,18-02-2018,605,0.973702,1.16,0.844001,0.927713,7547,10111300,0.2649,0.32
get-protocol,GET,GET Protocol,19-02-2018,605,0.9246,1.16,0.825264,1.15,5204,9601410,0.9701,0.33
get-protocol,GET,GET Protocol,20-02-2018,605,1.15,1.16,0.858307,1.09,29825,11943500,0.768,0.3
get-protocol,GET,GET Protocol,21-02-2018,605,1.09,1.09,0.881559,1.09,19018,11319900,1,0.21
get-protocol,GET,GET Protocol,22-02-2018,605,1.07,1.33,0.643485,1.06,47924,11154400,0.6067,0.69
get-protocol,GET,GET Protocol,23-02-2018,605,1.05,1.74,1.04,1.28,17606,10949200,0.3429,0.7
get-protocol,GET,GET Protocol,24-02-2018,605,1.28,1.32,0.882584,0.911807,25342,13302000,0.0668,0.44
get-protocol,GET,GET Protocol,25-02-2018,605,0.910615,1.1,0.902473,0.912249,4179,9456190,0.0495,0.2
get-protocol,GET,GET Protocol,26-02-2018,605,0.911809,1.41,0.868964,1.34,1750,9468580,0.8706,0.54
get-protocol,GET,GET Protocol,27-02-2018,605,1.34,1.4,1.19,1.39,5302,13920900,0.9524,0.21
get-protocol,GET,GET Protocol,28-02-2018,605,1.39,1.4,0.975139,1.19,6781,14446200,0.5057,0.42
get-protocol,GET,GET Protocol,01-03-2018,605,1.19,1.68,1.13,1.53,134769,12396100,0.7273,0.55
get-protocol,GET,GET Protocol,02-03-2018,605,1.53,1.65,1.2,1.65,52538,15924800,1,0.45
get-protocol,GET,GET Protocol,03-03-2018,605,1.64,1.67,1.38,1.56,12598,17078100,0.6207,0.29
get-protocol,GET,GET Protocol,04-03-2018,605,1.56,1.58,1.3,1.31,21120,16182600,0.0357,0.28
get-protocol,GET,GET Protocol,05-03-2018,605,1.31,1.52,1.25,1.32,6247,13556500,0.2593,0.27
get-protocol,GET,GET Protocol,06-03-2018,605,1.31,1.31,0.859416,1.13,44200,13553300,0.6005,0.45
get-protocol,GET,GET Protocol,07-03-2018,605,1.13,1.14,0.715377,0.716579,16134,11754600,0.0028,0.42
get-protocol,GET,GET Protocol,08-03-2018,605,0.715452,0.915981,0.666923,0.705431,12548,7429540,0.1546,0.25
get-protocol,GET,GET Protocol,09-03-2018,605,0.704264,0.860522,0.60225,0.811513,10661,7313350,0.8102,0.26
get-protocol,GET,GET Protocol,10-03-2018,605,0.811101,0.917648,0.782274,0.814259,1329,8422790,0.2363,0.14
get-protocol,GET,GET Protocol,11-03-2018,605,0.811832,0.976939,0.778282,0.963499,9163,8430390,0.9323,0.2
get-protocol,GET,GET Protocol,12-03-2018,605,0.9631,0.97183,0.828251,0.899627,28851,10001200,0.4971,0.14
get-protocol,GET,GET Protocol,13-03-2018,605,0.899513,0.920526,0.816977,0.859774,20962,9340900,0.4133,0.1
get-protocol,GET,GET Protocol,14-03-2018,605,0.860101,0.869065,0.65716,0.714707,19609,8931630,0.2716,0.21
get-protocol,GET,GET Protocol,15-03-2018,605,0.71519,0.719872,0.58372,0.667358,14780,7426810,0.6143,0.14
get-protocol,GET,GET Protocol,16-03-2018,605,0.666591,0.766273,0.599292,0.740993,14374,6922150,0.8486,0.17
get-protocol,GET,GET Protocol,17-03-2018,605,0.741433,0.751353,0.617601,0.681126,15938,7699330,0.4749,0.13
get-protocol,GET,GET Protocol,18-03-2018,605,0.680512,0.680512,0.489233,0.662149,2510,7066700,0.904,0.19
get-protocol,GET,GET Protocol,19-03-2018,605,0.659497,0.681625,0.597672,0.671885,4977,6848470,0.884,0.08
get-protocol,GET,GET Protocol,20-03-2018,605,0.676827,0.693511,0.593267,0.678156,13040,7028440,0.8468,0.1
get-protocol,GET,GET Protocol,21-03-2018,605,0.682272,0.722202,0.572519,0.676081,11877,7084980,0.6919,0.15
get-protocol,GET,GET Protocol,22-03-2018,605,0.677802,0.697953,0.518509,0.652732,9035,7038560,0.748,0.18
get-protocol,GET,GET Protocol,23-03-2018,605,0.652618,0.653631,0.505819,0.61177,28360,6777040,0.7168,0.15
get-protocol,GET,GET Protocol,24-03-2018,605,0.617413,0.687712,0.57179,0.684188,15902,6411460,0.9696,0.12
get-protocol,GET,GET Protocol,25-03-2018,605,0.675991,0.716333,0.612158,0.700759,16016,7019760,0.8505,0.1
get-protocol,GET,GET Protocol,26-03-2018,605,0.699208,0.703754,0.595986,0.635482,8590,7260850,0.3665,0.11
get-protocol,GET,GET Protocol,27-03-2018,605,0.635092,0.639766,0.576579,0.600123,12864,6595050,0.3726,0.06
get-protocol,GET,GET Protocol,28-03-2018,605,0.599906,0.682181,0.595265,0.595265,2633,6229660,0,0.09
get-protocol,GET,GET Protocol,29-03-2018,605,0.596244,0.634892,0.461138,0.564041,13989,6191630,0.5922,0.17
get-protocol,GET,GET Protocol,30-03-2018,605,0.5624,0.606144,0.443987,0.552339,8306,5840180,0.6682,0.16
get-protocol,GET,GET Protocol,31-03-2018,605,0.552061,0.594359,0.492552,0.591912,1877,5732820,0.976,0.1
get-protocol,GET,GET Protocol,01-04-2018,605,0.5921,0.599138,0.487651,0.490006,3712,6148600,0.0211,0.11
get-protocol,GET,GET Protocol,02-04-2018,605,0.490018,0.558863,0.414893,0.555855,4069,5088540,0.9791,0.14
get-protocol,GET,GET Protocol,03-04-2018,605,0.556468,0.558875,0.445324,0.504013,7825,5778590,0.5169,0.11
get-protocol,GET,GET Protocol,04-04-2018,605,0.504899,0.586329,0.489305,0.493517,5347,5243070,0.0434,0.1
get-protocol,GET,GET Protocol,05-04-2018,605,0.492942,0.543717,0.416144,0.487596,9839,5118910,0.5601,0.13
get-protocol,GET,GET Protocol,06-04-2018,605,0.485855,0.512627,0.08859,0.39173,63815,5045310,0.7149,0.42
get-protocol,GET,GET Protocol,07-04-2018,605,0.391627,0.44367,0.378154,0.385222,27804,4066810,0.1079,0.07
get-protocol,GET,GET Protocol,08-04-2018,605,0.385048,0.481998,0.326154,0.395443,19957,3998490,0.4446,0.16
get-protocol,GET,GET Protocol,09-04-2018,605,0.396376,0.46682,0.352798,0.409542,9624,4116120,0.4977,0.11
get-protocol,GET,GET Protocol,10-04-2018,605,0.411187,0.490589,0.409904,0.456726,6926,4269930,0.5803,0.08
get-protocol,GET,GET Protocol,11-04-2018,605,0.457449,0.468291,0.423387,0.428371,5577,4750340,0.111,0.04
get-protocol,GET,GET Protocol,12-04-2018,605,0.422883,0.537417,0.422883,0.525644,16758,4391380,0.8972,0.11
get-protocol,GET,GET Protocol,13-04-2018,605,0.526482,0.596767,0.487127,0.537927,23888,5467200,0.4633,0.11
get-protocol,GET,GET Protocol,14-04-2018,605,0.537517,0.578454,0.49215,0.547754,15848,5581780,0.6443,0.09
get-protocol,GET,GET Protocol,15-04-2018,605,0.547489,0.582465,0.522846,0.582465,5352,5685340,1,0.06
get-protocol,GET,GET Protocol,16-04-2018,605,0.583193,0.58768,0.522864,0.559498,13516,6056100,0.5652,0.06
get-protocol,GET,GET Protocol,17-04-2018,605,0.559072,0.663991,0.552559,0.614755,25938,5805620,0.5582,0.11
get-protocol,GET,GET Protocol,18-04-2018,605,0.615034,0.77954,0.613482,0.755156,4494,6386750,0.8532,0.17
get-protocol,GET,GET Protocol,19-04-2018,605,0.755638,0.843531,0.638991,0.653422,9381,7846850,0.0706,0.2
get-protocol,GET,GET Protocol,20-04-2018,605,0.652659,0.723017,0.607083,0.703877,11540,6777470,0.8349,0.12
get-protocol,GET,GET Protocol,21-04-2018,605,0.703563,0.704504,0.592261,0.691059,3208,7306070,0.8802,0.11
get-protocol,GET,GET Protocol,22-04-2018,605,0.691059,0.735761,0.59797,0.712121,8245,7176230,0.8284,0.14
get-protocol,GET,GET Protocol,23-04-2018,605,0.709481,0.737613,0.64973,0.720935,17919,7367530,0.8102,0.09
get-protocol,GET,GET Protocol,24-04-2018,605,0.72096,0.899545,0.72096,0.824977,16742,7486740,0.5825,0.18
get-protocol,GET,GET Protocol,25-04-2018,605,0.900352,0.900352,0.69874,0.736322,12431,9349610,0.1864,0.2
get-protocol,GET,GET Protocol,26-04-2018,605,0.743538,0.802132,0.660349,0.722101,8826,7721190,0.4355,0.14
get-protocol,GET,GET Protocol,27-04-2018,605,0.72327,0.754033,0.701422,0.745333,6825,7510720,0.8346,0.05
get-protocol,GET,GET Protocol,28-04-2018,605,0.740676,0.801419,0.730183,0.735113,14483,7691470,0.0692,0.07
get-protocol,GET,GET Protocol,29-04-2018,605,0.77991,0.781397,0.68311,0.781094,86494,8098890,0.9969,0.1
get-protocol,GET,GET Protocol,30-04-2018,605,0.781187,0.783935,0.708015,0.711192,90557,8112150,0.0418,0.08
get-protocol,GET,GET Protocol,01-05-2018,605,0.713528,0.777569,0.664511,0.761496,30448,7409550,0.8578,0.11
get-protocol,GET,GET Protocol,02-05-2018,605,0.759349,0.788526,0.718152,0.785326,23445,7885380,0.9545,0.07
get-protocol,GET,GET Protocol,03-05-2018,605,0.785253,0.857849,0.784446,0.85523,7580,8154370,0.9643,0.07
get-protocol,GET,GET Protocol,04-05-2018,605,0.852628,0.896661,0.832995,0.886783,4391,8854020,0.8448,0.06
get-protocol,GET,GET Protocol,05-05-2018,605,0.878817,0.94689,0.878817,0.909297,14175,9125980,0.4478,0.07
get-protocol,GET,GET Protocol,06-05-2018,605,0.909138,0.92837,0.810405,0.846487,8620,9440840,0.3059,0.12
get-protocol,GET,GET Protocol,07-05-2018,605,0.846962,0.85085,0.750568,0.784659,25479,8795180,0.34,0.1
get-protocol,GET,GET Protocol,08-05-2018,605,0.789777,0.809908,0.680662,0.722141,66845,8201350,0.3209,0.13
get-protocol,GET,GET Protocol,09-05-2018,605,0.721244,0.935581,0.694148,0.74086,42579,7489680,0.1935,0.24
get-protocol,GET,GET Protocol,10-05-2018,605,0.741562,0.785346,0.708595,0.709388,74448,7700670,0.0103,0.08
get-protocol,GET,GET Protocol,11-05-2018,605,0.709903,0.733205,0.653534,0.661172,61720,7371920,0.0959,0.08
get-protocol,GET,GET Protocol,12-05-2018,605,0.659992,0.680596,0.497983,0.603006,63777,6853610,0.5751,0.18
get-protocol,GET,GET Protocol,13-05-2018,605,0.601798,0.657148,0.584936,0.609278,63101,6249310,0.3371,0.07
get-protocol,GET,GET Protocol,14-05-2018,605,0.609026,0.668934,0.563647,0.661139,67073,6324360,0.926,0.11
get-protocol,GET,GET Protocol,15-05-2018,605,0.66022,0.719577,0.609756,0.702292,4338,6855980,0.8426,0.11
get-protocol,GET,GET Protocol,16-05-2018,605,0.702626,0.718292,0.567565,0.700333,81541,7296350,0.8809,0.15
get-protocol,GET,GET Protocol,17-05-2018,605,0.701164,0.712354,0.580434,0.607315,63543,7281160,0.2038,0.13
get-protocol,GET,GET Protocol,18-05-2018,605,0.606713,0.683898,0.596735,0.624564,66727,6300350,0.3193,0.09
get-protocol,GET,GET Protocol,19-05-2018,605,0.624572,0.701077,0.615658,0.67565,75862,6485800,0.7023,0.09
ethos,ETHOS,Ethos,19-07-2017,79,0.0568,0.067199,0.038448,0.062463,69380,3787920,0.8353,0.03
ethos,ETHOS,Ethos,20-07-2017,79,0.066124,0.066124,0.045523,0.052352,64516,4409750,0.3315,0.02
ethos,ETHOS,Ethos,21-07-2017,79,0.052881,0.067858,0.047667,0.060989,34470,3584260,0.6598,0.02
ethos,ETHOS,Ethos,22-07-2017,79,0.060978,0.069637,0.05726,0.059451,23393,4133020,0.177,0.01
ethos,ETHOS,Ethos,23-07-2017,79,0.060313,0.062528,0.052156,0.056618,29665,4087940,0.4302,0.01
ethos,ETHOS,Ethos,24-07-2017,79,0.056603,0.059925,0.035797,0.045921,30338,3836530,0.4196,0.02
ethos,ETHOS,Ethos,25-07-2017,79,0.045952,0.054723,0.036855,0.049744,12101,3114560,0.7213,0.02
